backers_count,category,country,spotlight,staff_pick,state,usd_pledged,live_period,state_change_period,usd_goal
222,"{""id"":339,""name"":""Sound"",""slug"":""technology/sound"",""position"":12,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/sound""}}}",DE,TRUE,FALSE,successful,43156.6408565248,30,30,25080.028159999998
20,"{""id"":359,""name"":""Print"",""slug"":""journalism/print"",""position"":3,""parent_id"":13,""parent_name"":""Journalism"",""color"":1228010,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/journalism/print""}}}",US,FALSE,FALSE,failed,3373,30,30,35000
5,"{""id"":278,""name"":""People"",""slug"":""photography/people"",""position"":4,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/people""}}}",US,FALSE,FALSE,failed,2086,30,30,3500
4,"{""id"":277,""name"":""Nature"",""slug"":""photography/nature"",""position"":3,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/nature""}}}",US,FALSE,FALSE,failed,231,45,45,575
102,"{""id"":254,""name"":""Performances"",""slug"":""dance/performances"",""position"":1,""parent_id"":6,""parent_name"":""Dance"",""color"":10917369,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/dance/performances""}}}",US,TRUE,TRUE,successful,10112,24,24,9000
2,"{""id"":278,""name"":""People"",""slug"":""photography/people"",""position"":4,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/people""}}}",AU,FALSE,FALSE,failed,391.6863864,30,30,5802.761280000001
6,"{""id"":356,""name"":""Woodworking"",""slug"":""crafts/woodworking"",""position"":14,""parent_id"":26,""parent_name"":""Crafts"",""color"":16744876,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/crafts/woodworking""}}}",US,FALSE,FALSE,failed,122,30,30,11900
50,"{""id"":286,""name"":""Spaces"",""slug"":""theater/spaces"",""position"":7,""parent_id"":17,""parent_name"":""Theater"",""color"":16743775,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/theater/spaces""}}}",MX,TRUE,FALSE,successful,1968.4553441,59,59,1828.1452000000002
1176,"{""id"":51,""name"":""Software"",""slug"":""technology/software"",""position"":11,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/software""}}}",CA,TRUE,FALSE,successful,5699.7792134481,30,30,635.3038319999999
1,"{""id"":279,""name"":""Places"",""slug"":""photography/places"",""position"":6,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/places""}}}",NL,FALSE,FALSE,canceled,22.5679888,30,9,220.03789079999999
117,"{""id"":53,""name"":""Public Art"",""slug"":""art/public art"",""position"":9,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/public%20art""}}}",US,TRUE,TRUE,successful,19330,30,30,18700
466,"{""id"":258,""name"":""Architecture"",""slug"":""design/architecture"",""position"":1,""parent_id"":7,""parent_name"":""Design"",""color"":2577151,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/design/architecture""}}}",US,TRUE,FALSE,successful,41678,30,30,25000
4,"{""id"":277,""name"":""Nature"",""slug"":""photography/nature"",""position"":3,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/nature""}}}",US,FALSE,FALSE,canceled,300,30,4,3500
86,"{""id"":30,""name"":""Documentary"",""slug"":""film & video/documentary"",""position"":4,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/documentary""}}}",DE,TRUE,FALSE,successful,7425.94980424,30,30,6880.12644
2793,"{""id"":252,""name"":""Graphic Novels"",""slug"":""comics/graphic novels"",""position"":4,""parent_id"":3,""parent_name"":""Comics"",""color"":16776056,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/comics/graphic%20novels""}}}",US,TRUE,FALSE,successful,155549,29,29,70000
221,"{""id"":301,""name"":""Science Fiction"",""slug"":""film & video/science fiction"",""position"":15,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/science%20fiction""}}}",US,FALSE,FALSE,failed,16856,30,30,1200000
69,"{""id"":33,""name"":""Webseries"",""slug"":""film & video/webseries"",""position"":19,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/webseries""}}}",US,TRUE,FALSE,successful,11021,30,30,10000
257,"{""id"":297,""name"":""Horror"",""slug"":""film & video/horror"",""position"":10,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/horror""}}}",US,TRUE,TRUE,successful,22620,30,30,15000
21,"{""id"":337,""name"":""Gadgets"",""slug"":""technology/gadgets"",""position"":7,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/gadgets""}}}",CA,FALSE,FALSE,failed,797.2273232,28,28,9154.763519999999
85,"{""id"":24,""name"":""Performance Art"",""slug"":""art/performance art"",""position"":8,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/performance%20art""}}}",US,TRUE,FALSE,successful,5605,30,30,5000
4,"{""id"":353,""name"":""Stationery"",""slug"":""crafts/stationery"",""position"":11,""parent_id"":26,""parent_name"":""Crafts"",""color"":16744876,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/crafts/stationery""}}}",AU,FALSE,FALSE,failed,197.66172327,16,16,2589.45489
55,"{""id"":49,""name"":""Periodicals"",""slug"":""publishing/periodicals"",""position"":10,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/periodicals""}}}",US,FALSE,FALSE,failed,3120,12,12,6100
31,"{""id"":302,""name"":""Thrillers"",""slug"":""film & video/thrillers"",""position"":18,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/thrillers""}}}",US,TRUE,FALSE,successful,1081,39,39,1000
2,"{""id"":332,""name"":""Apps"",""slug"":""technology/apps"",""position"":2,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/apps""}}}",ES,FALSE,FALSE,failed,2.21481244,30,30,99666.5598
30,"{""id"":297,""name"":""Horror"",""slug"":""film & video/horror"",""position"":10,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/horror""}}}",US,TRUE,FALSE,successful,6100,34,34,6000
1,"{""id"":340,""name"":""Space Exploration"",""slug"":""technology/space exploration"",""position"":13,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/space%20exploration""}}}",US,FALSE,FALSE,failed,1,30,30,25000
40,"{""id"":254,""name"":""Performances"",""slug"":""dance/performances"",""position"":1,""parent_id"":6,""parent_name"":""Dance"",""color"":10917369,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/dance/performances""}}}",US,TRUE,FALSE,successful,2905,14,14,2850
1,"{""id"":271,""name"":""Live Games"",""slug"":""games/live games"",""position"":2,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/live%20games""}}}",US,FALSE,FALSE,failed,50,30,30,5000
574,"{""id"":293,""name"":""Drama"",""slug"":""film & video/drama"",""position"":5,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/drama""}}}",US,TRUE,TRUE,successful,56272.16,30,30,30000
1,"{""id"":277,""name"":""Nature"",""slug"":""photography/nature"",""position"":3,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/nature""}}}",US,FALSE,FALSE,failed,10,30,30,2250
17,"{""id"":47,""name"":""Fiction"",""slug"":""publishing/fiction"",""position"":7,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/fiction""}}}",US,TRUE,FALSE,successful,900,30,30,350
1394,"{""id"":341,""name"":""Wearables"",""slug"":""technology/wearables"",""position"":14,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/wearables""}}}",US,TRUE,TRUE,successful,257294.01,30,30,50000
8,"{""id"":324,""name"":""Anthologies"",""slug"":""publishing/anthologies"",""position"":2,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/anthologies""}}}",US,FALSE,FALSE,failed,392,28,28,1250
197,"{""id"":324,""name"":""Anthologies"",""slug"":""publishing/anthologies"",""position"":2,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/anthologies""}}}",US,TRUE,FALSE,successful,8732.13,18,18,7500
267,"{""id"":48,""name"":""Nonfiction"",""slug"":""publishing/nonfiction"",""position"":9,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/nonfiction""}}}",US,TRUE,FALSE,successful,28235,30,30,24000
65,"{""id"":339,""name"":""Sound"",""slug"":""technology/sound"",""position"":12,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/sound""}}}",US,FALSE,FALSE,canceled,21259,38,22,100000
40,"{""id"":36,""name"":""Classical Music"",""slug"":""music/classical music"",""position"":3,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/classical%20music""}}}",AU,TRUE,FALSE,successful,1435.3146318768,30,30,1113.61386
139,"{""id"":336,""name"":""Flight"",""slug"":""technology/flight"",""position"":6,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/flight""}}}",US,FALSE,TRUE,failed,7141,30,30,20000
20,"{""id"":353,""name"":""Stationery"",""slug"":""crafts/stationery"",""position"":11,""parent_id"":26,""parent_name"":""Crafts"",""color"":16744876,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/crafts/stationery""}}}",US,TRUE,TRUE,successful,370,40,40,100
17,"{""id"":51,""name"":""Software"",""slug"":""technology/software"",""position"":11,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/software""}}}",US,FALSE,FALSE,failed,5052,30,30,120000
0,"{""id"":50,""name"":""Poetry"",""slug"":""publishing/poetry"",""position"":11,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/poetry""}}}",US,FALSE,FALSE,canceled,0,60,30,10000
19,"{""id"":297,""name"":""Horror"",""slug"":""film & video/horror"",""position"":10,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/horror""}}}",US,TRUE,FALSE,successful,736,30,30,600
2848,"{""id"":27,""name"":""Graphic Design"",""slug"":""design/graphic design"",""position"":3,""parent_id"":7,""parent_name"":""Design"",""color"":2577151,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/design/graphic%20design""}}}",US,TRUE,TRUE,successful,172059.54,35,35,29800
0,"{""id"":299,""name"":""Music Videos"",""slug"":""film & video/music videos"",""position"":12,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/music%20videos""}}}",US,FALSE,FALSE,failed,0,42,42,3000
26,"{""id"":293,""name"":""Drama"",""slug"":""film & video/drama"",""position"":5,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/drama""}}}",US,TRUE,FALSE,successful,1665,24,24,1500
35,"{""id"":24,""name"":""Performance Art"",""slug"":""art/performance art"",""position"":8,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/performance%20art""}}}",GB,TRUE,FALSE,successful,792.23166306,30,30,656.90851
34,"{""id"":22,""name"":""Illustration"",""slug"":""art/illustration"",""position"":4,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/illustration""}}}",US,TRUE,FALSE,successful,2558,30,30,2500
39,"{""id"":54,""name"":""Mixed Media"",""slug"":""art/mixed media"",""position"":6,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/mixed%20media""}}}",US,TRUE,FALSE,successful,1346,30,30,774
381,"{""id"":337,""name"":""Gadgets"",""slug"":""technology/gadgets"",""position"":7,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/gadgets""}}}",US,TRUE,FALSE,successful,45265,31,31,45000
5,"{""id"":270,""name"":""Gaming Hardware"",""slug"":""games/gaming hardware"",""position"":1,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/gaming%20hardware""}}}",US,FALSE,FALSE,canceled,700,30,18,30000
35,"{""id"":263,""name"":""Apparel"",""slug"":""fashion/apparel"",""position"":2,""parent_id"":9,""parent_name"":""Fashion"",""color"":16752598,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/fashion/apparel""}}}",US,TRUE,FALSE,successful,1526,25,25,1500
54,"{""id"":41,""name"":""Jazz"",""slug"":""music/jazz"",""position"":10,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/jazz""}}}",US,TRUE,FALSE,successful,3872,30,30,3700
107,"{""id"":388,""name"":""Comedy"",""slug"":""theater/comedy"",""position"":1,""parent_id"":17,""parent_name"":""Theater"",""color"":16743775,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/theater/comedy""}}}",GB,TRUE,FALSE,successful,4101.88121994,60,60,3916.5002099999997
0,"{""id"":301,""name"":""Science Fiction"",""slug"":""film & video/science fiction"",""position"":15,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/science%20fiction""}}}",US,FALSE,FALSE,failed,0,41,41,4000
135,"{""id"":276,""name"":""Fine Art"",""slug"":""photography/fine art"",""position"":2,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/fine%20art""}}}",US,TRUE,FALSE,successful,8141,30,30,3000
